PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
033W8,2kr1bnr/ppp2ppp/3qb3/8/1n6/P1Q2N2/1PP1PPPP/RNB1KB1R w KQ - 3 9,a3b4 d6d1,671,88,100,61,mate mateIn1 oneMove opening,https://lichess.org/4yuUP4Gj#17,Englund_Gambit Englund_Gambit_Stockholm_Variation
033X8,rk5r/2pQ2R1/8/b6p/P3q3/2P4p/5P2/R1B3K1 w - - 3 32,a1b1 e4b1 d7b5 b1b5,1547,79,81,52,crushing hangingPiece middlegame pin short,https://lichess.org/f9UTp6Ra#63,
033Z0,2rbBR2/pk6/bp2p3/3pP3/8/2P1B3/PP4PP/6K1 w - - 8 28,e8f7 d8g5 f8c8 g5e3 g1h1 b7c8,1784,74,93,3096,advantage endgame long master sacrifice,https://lichess.org/xjlyLarY#55,
033Z2,5k2/4b3/1B2K3/p3P2p/P7/8/8/8 b - - 1 46,e7b4 e6d7 h5h4 e5e6 h4h3 b6a5,2274,85,89,857,bishopEndgame crushing endgame long,https://lichess.org/KAOoU39e/black#92,
033ae,2kr1b1r/1p1n1pp1/p1N1p1b1/2p4p/3PPB1P/1PP2P2/6P1/R3KB1R b KQ - 1 16,b7c6 f1a6,947,95,84,467,bodenMate master mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Bep1SHhP/black#32,Slav_Defense Slav_Defense_Three_Knights_Variation
033eV,r5kr/2p3b1/1p2Q2p/p2p4/8/2P2PP1/PPK1bqP1/R6R b - - 1 26,g8h7 h1h6 g7h6 e6f7 h6g7 a1h1,1709,75,97,1738,long mate mateIn3 middlegame sacrifice,https://lichess.org/l77llAgs/black#52,
033ej,5k2/6pp/p5p1/1r2N3/1P5n/2P2P2/P4P1P/4R1K1 w - - 1 35,a2a3 b5e5 e1e5 h4f3 g1f1 f3e5,1290,72,93,8353,advantage attraction capturingDefender endgame fork long,https://lichess.org/TDlPSkTD#69,
033rG,5r1k/1p3qbp/6p1/2P5/1P1Q4/8/6PP/3R1NK1 w - - 1 29,d4d6 f7f2 g1h1 f2f1 d1f1 f8f1,1202,75,96,6014,backRankMate deflection endgame long mate mateIn3,https://lichess.org/r1mH4PkO#57,
033rw,2r5/7p/p2Rp1pk/8/P3PP2/6P1/1qr4P/3RQ1K1 w - - 3 33,f4f5 c2g2 g1f1 c8c2 d1d2 c2d2,2438,78,84,164,clearance crushing endgame long master quietMove,https://lichess.org/RyhBtV5M#65,
033uv,4r1k1/1p3ppp/p1n2bb1/2P5/1PQp1q2/PB3N1P/1BP2PP1/R5K1 w - - 4 21,c2c3 c6e5 f3e5 f6e5 g2g3 f4d2,2466,82,83,220,advantage long middlegame,https://lichess.org/MWdbpcCH#41,
033xP,2r4k/R6p/1p2Np2/4p3/2P5/8/n4PPP/6K1 b - - 0 28,c8c4 a7a8 c4c8 a8c8,977,110,84,247,endgame fork mate mateIn2 short,https://lichess.org/6LyT395D/black#56,
033zD,r4Q1k/ppp3rp/3p4/3B4/2P5/6P1/P3q2P/5RK1 b - - 4 29,a8f8 f1f8 g7g8 f8g8,604,80,64,72,endgame mate mateIn2 short,https://lichess.org/j9mLmP1u/black#58,
0342j,r2qkbnr/1b1p1ppp/p3p3/n3P3/2p1N3/5N2/PPPPQPPP/R1B2RK1 b kq - 2 10,g8e7 e4d6,829,76,100,319,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/hIHhdGF0/black#20,Sicilian_Defense Sicilian_Defense_Closed
0346V,8/4kp1p/4p2P/2Pb2P1/3K4/8/8/8 b - - 2 38,f7f5 g5g6 h7g6 h6h7 e7f6 h7h8q,1752,76,96,5224,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/kofkTFwP/black#76,
034Ca,8/6k1/1R6/5b2/5Kpp/8/8/8 b - - 3 62,f5c8 b6c6 c8b7 c6c7 g7f6 c7b7,1874,75,89,1054,crushing endgame exposedKing fork long,https://lichess.org/s33EtcLv/black#124,
034My,2r2rk1/p2nppbp/3p2p1/q1p4P/4QB2/2P1PN2/PP3PP1/2KR3R b - - 0 15,g7c3 b2c3 c8b8 c1d2 b8b2 d2e1,1500,500,-100,0,advantage defensiveMove long middlegame,https://lichess.org/zgQYns0V/black#30,Indian_Defense Indian_Defense_Other_variations
034NC,r1b2rk1/pp3ppp/4pn2/3p4/PP1Q4/2P1P1P1/4qPBP/RN3RK1 w - - 1 14,b1d2 e6e5 d4e5 e2d2,1658,74,94,634,crushing deflection middlegame short,https://lichess.org/C7rfFBuw#27,Horwitz_Defense Horwitz_Defense_Other_variations
034Pi,r4rk1/pb3pp1/1p5p/2p5/2Rq4/3B3P/PP3PP1/3QR1K1 b - - 1 18,d4d7 d3h7 g8h7 d1d7,598,133,33,13,advantage discoveredAttack middlegame short,https://lichess.org/B4kfJe5A/black#36,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
034T9,r2q1rk1/ppp2ppp/1bn1b3/3n4/2BP4/2N2N2/PP3PPP/R1BQR1K1 w - - 5 11,d1b3 c6a5 c4d5 a5b3,1609,75,90,1477,crushing master masterVsMaster opening short,https://lichess.org/L6pi3rQw#21,Italian_Game Italian_Game_Classical_Variation
034YX,4r2k/pp3R1p/2np2p1/2n1q3/8/1BP2Q1P/PP4P1/7K b - - 11 34,c5b3 f7f8 h8g7 f3f7 g7h6 f8e8,1185,77,92,3008,advantage endgame fork long,https://lichess.org/IjDSinra/black#68,
034f3,r1b3k1/pp4pp/6p1/2pB4/5r2/2b5/P4PPP/3RR1K1 b - - 0 20,g8h8 e1e8 f4f8 e8f8,596,95,67,162,backRankMate mate mateIn2 middlegame short,https://lichess.org/HHmE8Fvg/black#40,
034nU,2r3k1/p6p/1p2N1pQ/5p2/4KP2/1P1nP2R/P4qPP/8 w - - 0 30,e4d3 f2c2 d3d4 c2e4,2100,80,70,145,endgame mate mateIn2 short,https://lichess.org/aYZoqMFC#59,
034pB,3r2k1/6pp/p2Np3/1b2P3/5P2/7Q/2pK3P/2R3q1 b - - 9 43,g1d1 c1d1 c2d1q d2d1,695,94,80,456,crushing endgame short,https://lichess.org/yIjystGB/black#86,
034pK,3R4/1q3p1k/p1b1r1pp/5Q2/1P3P2/5B2/P5PP/6K1 w - - 0 30,f3c6 b7b6 f5c5 b6d8,1753,75,94,13936,crushing endgame fork short,https://lichess.org/YkREqGrP#59,
034rZ,3r4/1p2kppp/p4n2/4p3/8/3qPQ2/PP4PP/2R2K1R w - - 4 21,f1f2 d3d2 f2g3 e5e4,2292,95,78,22,crushing endgame short,https://lichess.org/mOwXJJt6#41,
034vZ,8/6bk/7p/1p1Q4/p1pP1q2/P1P1p3/1P4PP/5NK1 w - - 0 50,f1g3 f4f2 g1h1 f2e1 g3f1 e1f1,1096,75,92,852,endgame long mate mateIn3,https://lichess.org/55x5duk6#99,
034yb,3r1r1k/p1p2p1P/4p1p1/4P3/2n4Q/P3BK2/q5P1/nR6 b - - 2 26,c4e3 h4f6 h8h7 b1h1 h7g8 h1h8,1139,75,96,1331,exposedKing long mate mateIn3 middlegame,https://lichess.org/k22MElm8/black#52,
0351q,2r1k3/5ppp/8/p1npP3/Pp1N1P2/1P1b4/6PP/2R1B1K1 w - - 2 31,g1f2 c5e4 f2e3 c8c1,832,76,98,302,crushing discoveredAttack endgame master short,https://lichess.org/Nj314KMx#61,
035Df,q5k1/5ppp/b2Nrb2/2p5/2PnP3/1P3N2/6PP/3RQRK1 w - - 1 21,e1g3 d4e2 g1h1 e2g3,1267,191,33,10,advantage fork middlegame short,https://lichess.org/AH3o1fs6#41,
035Fa,8/2P5/5k2/p7/P3K3/8/2r2pp1/5R2 w - - 0 38,f1f2 c2f2 c7c8q g2g1q c8f8 f6e6,1779,75,89,1417,advancedPawn crushing defensiveMove endgame hangingPiece long promotion rookEndgame,https://lichess.org/tHLkgNN2#75,
035S0,r2q1k1r/p3bBpp/b1p2n2/1Nn3N1/2Q5/8/PP1P1PPP/R1B2RK1 w - - 0 14,f7h5 d8d5 c4d5 f6d5 d2d4 e7g5,2544,94,68,119,advantage long opening,https://lichess.org/UbBAyFgb#27,French_Defense French_Defense_Steiner_Variation
035Wv,1r4k1/5ppp/8/8/8/1p2P1P1/1Qq2P1P/1R4K1 b - - 2 32,g8f8 b2c2 b3c2 b1b8 f8e7 b8c8,1652,75,89,395,crushing discoveredAttack endgame long,https://lichess.org/agbp4Mm5/black#64,
035YV,r1bk3r/1p3ppp/p7/2b5/P7/4Bp2/1P3PPP/R3KB1R b KQ - 1 14,h8e8 e1c1 c8d7 e3c5,1994,75,87,649,advantage castling discoveredAttack master middlegame pin short,https://lichess.org/bNjyg35w/black#28,Benoni_Defense Benoni_Defense_Benoni-Indian_Defense
035gC,3r1bk1/1p1n1p1p/4p1p1/8/2P5/1PBBP2P/r5P1/3R1RK1 b - - 2 24,d7c5 d3g6 h7g6 d1d8,2195,80,98,48,advantage discoveredAttack middlegame short,https://lichess.org/CI5ox8tx/black#48,
035m4,4r3/5k2/6R1/5PP1/8/r4K2/4p3/4R3 w - - 0 37,f3g4 e8e4 g4h5 a3h3,1195,75,100,455,endgame,https://lichess.org/0FjErbWl#73,
035s2,1k4r1/ppq4P/2nbQ3/3p2r1/3P4/1NP3N1/PP3P2/R4RK1 b - - 0 24,g5g3 f2g3 c7h7 e6d6,1264,75,94,5355,crushing middlegame short,https://lichess.org/9CyRGRfI/black#48,
035ti,3n4/1pk2p2/p7/2p1b3/P1B5/2P2Np1/1P5P/2K5 w - - 0 26,f3e5 g3h2 c4d5 c7d6,2143,75,96,2398,advancedPawn crushing endgame master short,https://lichess.org/4MecciYb#51,
035xn,1r2r2k/p6p/6p1/3Q2N1/6n1/6P1/PP5P/4qR1K w - - 5 30,f1e1 e8e1 h1g2 g4e3,1495,76,87,315,crushing endgame short,https://lichess.org/BVmeP7pV#59,
035y8,8/8/4b1k1/3pPpq1/1p1P3p/2rQP1pP/6P1/1B3RK1 w - - 2 41,d3d2 g5e3 d2e3 c3e3,800,77,100,291,crushing endgame master short,https://lichess.org/dqkDlyrg#81,
036Al,2r3k1/1p1q1ppp/pBnb4/3R4/8/P1N4P/1P3PP1/4Q1K1 b - - 0 24,c8e8 e1d2 e8e6 b6c5 c6e7 d5d6,1668,196,-37,10,advantage long middlegame quietMove,https://lichess.org/qIchBdB0/black#48,
036BY,3rB1k1/p2P4/1pp1p2p/2n2pb1/2P5/P2n1R2/6PB/5R1K b - - 0 35,c5d7 f3d3 d8e8 d3d7,1384,75,98,3303,crushing hangingPiece middlegame short,https://lichess.org/Qf85Wqiv/black#70,
036Ga,7r/1p2Rpk1/pP1p2p1/P2P4/2rP4/2p5/2P5/2K2R2 b - - 3 38,c4d4 e7f7 g7h6 f1h1 h6g5 h1h8,1673,74,94,5001,crushing endgame long rookEndgame skewer,https://lichess.org/KkQkXoqf/black#76,
036Ir,6r1/8/p2R4/2pP1PPk/4P3/4K3/Pn6/8 w - - 0 46,g5g6 b2c4 e3f4 c4d6,830,78,85,307,crushing endgame fork master short,https://lichess.org/iTaSWaoc#91,
036O1,r4rk1/p1p1b1p1/2pq1n2/3p3p/3P4/2P5/PPN1QPPP/R1B2RK1 w - - 0 16,c1g5 f6g4 g2g3 e7g5,1434,75,94,11013,advantage discoveredAttack middlegame short,https://lichess.org/48IGTHgW#31,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
036Pe,2rr4/3b1pkp/p4qp1/4p3/2p1P3/4N2P/PP1Q1PP1/2R1R1K1 b - - 1 25,f6g5 e3f5 g5f5 e4f5,1163,133,81,32,crushing middlegame short,https://lichess.org/EBOdlRU6/black#50,
036SV,5r2/1R4bk/3p1qp1/2p1p2p/2P1B3/r2PQ3/5PPP/5RK1 w - - 2 23,e3h3 f6f2 f1f2 a3a1 b7b1 a1b1 f2f1 b1f1,1339,76,77,626,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/B9evmwEG#45,
036WH,6k1/p4ppp/2p5/2Qp4/PP1P4/4r1qP/4r1P1/R5RK w - - 3 28,c5c6 g3h3 g2h3 e3h3,1460,75,98,2231,endgame,https://lichess.org/KuRjCBsz#55,
036ek,5r1r/7k/p2p2p1/1p1P3p/2p1qRnP/P1N3P1/1PP3K1/5R2 w - - 0 36,c3e4 g4e3 g2g1 e3f1,855,82,91,189,crushing endgame fork short,https://lichess.org/mZwST8Z5#71,
036i1,4B3/8/1p5p/2pk1bp1/PP1p1p2/2P2P1P/3K2P1/8 b - - 0 40,d5c4 e8f7 f5e6 f7e6,1813,80,95,18025,bishopEndgame endgame mate mateIn2 short,https://lichess.org/XM1AjaQU/black#80,
036ix,1rr3k1/5pp1/1Q5p/5b2/8/1N3P2/1PP3PP/1K2R3 w - - 1 22,b6e3 f5c2 b1a2 b8a8 b3a5 a8a5,1684,75,92,1551,advantage endgame long,https://lichess.org/dH4aTzgg#43,
036j9,2kr3r/pb1qppb1/npp3p1/4P1Np/2PP4/4B3/PP1Q2PP/1K1R1B1R w - - 5 15,g5f7 d7f5 f1d3 f5f7,954,77,100,147,advantage fork master middlegame short,https://lichess.org/ZQF46aE2#29,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation
036pl,2r4r/3b1k2/2p2b2/1p1q2p1/1P1PN3/P1QBPpP1/1B5P/2R3K1 w - - 3 41,e4f6 f3f2 g1f2 h8h2,1491,76,90,1395,advancedPawn attraction crushing deflection kingsideAttack middlegame short,https://lichess.org/MgiMmBmO#81,
0371L,2r2bk1/5ppp/p2p4/3P2PP/P1nQ1B2/1q6/1P6/1K1RR3 w - - 0 27,d1d3 c4a3 b1a1 a3c2,1375,75,77,1056,advantage master middlegame pin queensideAttack short,https://lichess.org/AKVlVrml#53,
03726,r3q2k/6b1/p5pp/1nQ1Nr2/5P2/2P5/PP4PP/R3R1K1 b - - 0 23,a8c8 e5g6 e8g6 c5c8,1185,75,93,940,advantage deflection kingsideAttack master masterVsMaster middlegame short,https://lichess.org/chVzwZ2c/black#46,
0376x,r1b4Q/p1pp2B1/1p1b3R/6q1/3nP3/3P2kP/PPP3P1/RN4K1 w - - 1 20,g7e5 d6e5 h8e5 g5e5,995,77,86,371,crushing middlegame short,https://lichess.org/Nu9OmtGx#39,
0377r,8/1Bp2pkp/5np1/4n3/1pPpP3/3P2P1/2P2P1P/B5K1 w - - 4 31,a1d4 e5f3 g1f1 f3d4,824,89,91,399,crushing endgame fork short,https://lichess.org/LpzgNNtv#61,
037Ap,8/8/2p2k2/p5p1/Pp1P1pP1/1P3K1P/8/8 w - - 0 37,h3h4 g5h4 f3f4 f6g6,2071,80,92,563,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/r2sVpPrv#73,
037D4,r1b2rk1/1p2Qppp/p2p4/3P4/5R2/3q4/P5PP/5R1K b - - 1 22,b7b5 e7f8 g8f8 f4f7 f8e8 f7f8 e8d7 f1f7,2053,79,90,231,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/7U0oOuMN/black#44,
037Fs,5rk1/p2rbppp/1pb1p3/n2q4/3P1B2/2P2N2/PPQ1BPPP/R4RK1 w - - 5 15,f3e5 d5g2,563,95,93,138,middlegame,https://lichess.org/qa0vYuO2#29,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
037GX,5Q2/7p/6p1/7k/6P1/P3q2P/1P5K/3q4 b - - 0 48,h5h4 f8f6 e3g5 f6f2,1654,74,94,2554,endgame mate mateIn2 queenEndgame short,https://lichess.org/nyy0wtwg/black#96,
037Gj,2r5/p3kp2/4p3/q2pP2p/6p1/NP1b4/PQ3PPP/3R2K1 w - - 0 27,d1d3 a5e1,755,98,89,450,endgame master mate mateIn1 oneMove,https://lichess.org/rljLttms#53,
037IL,2r5/pp3pk1/3pb1p1/4b1Pp/4P2P/PqP5/1P1Q4/KB2R2R w - - 5 28,d2c2 c8c3 c2b3 c3b3 b1a2 b3a3,2071,115,18,22,crushing long middlegame pin,https://lichess.org/HIdijXC0#55,
037Iw,3r2r1/1kpq1p1B/pp2b3/4P3/8/2B5/nPP2QPP/2KRR3 w - - 0 22,c1b1 d7d1 e1d1 d8d1,1843,74,95,2508,mate mateIn2 middlegame queensideAttack short,https://lichess.org/XNKey9kq#43,
037KQ,r1r3k1/pR3pp1/4p2p/2p5/4Q3/q2B3P/P1P2PP1/6K1 b - - 2 20,g7g6 e4f4 c8f8 d3g6 f7g6 f4h6 a3c1 h6c1,2657,91,95,505,crushing discoveredAttack endgame veryLong,https://lichess.org/yIOOv2Qf/black#40,
037Lb,r1bq1rk1/ppp2ppp/3p1n2/2nPp3/1bP1P3/2N2P2/PP1B2PP/R2QKBNR w KQ - 1 8,g1e2 c5d3,760,93,94,162,opening,https://lichess.org/VXgHpl1F#15,Indian_Defense Indian_Defense_Budapest_Defense
037Ld,8/5ppk/p1r1q2p/3R1b2/2P1n3/N2Q1P2/P5PP/6K1 b - - 0 29,e4f6 d3f5 e6f5 d5f5,1843,295,100,12,equality middlegame short,https://lichess.org/zX5KCp4X/black#58,
037Y1,1r4k1/5p2/2p1bnp1/p3r3/q3Pp2/B2B4/1PP3QP/K4RR1 b - - 5 28,b8b3 c2b3 a4b3 d3b1,1857,84,77,54,clearance crushing defensiveMove master middlegame short,https://lichess.org/BUaN6YYU/black#56,
037Zo,4r3/1p2r1k1/p2p4/4bpp1/3B2n1/1BP3P1/PP2R2P/4R1K1 w - - 6 38,h2h3 e5d4 c3d4 e7e2 e1e2 e8e2,708,95,92,869,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/mXCRSTqO#75,
037cs,8/5p1p/3p1kp1/3P4/5PP1/8/3K3P/8 w - - 1 44,h2h4 h7h5 g4g5 f6f5,1193,77,93,1882,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/JIkvU0fZ#87,
037fN,r1r3k1/5pp1/p2bp3/3p2RQ/1p6/2Nq3P/PP3P2/K5R1 b - - 1 22,g7g6 g5g6 d3g6 g1g6 f7g6 h5g6,1083,82,93,1504,advantage kingsideAttack long middlegame,https://lichess.org/eBqHQxjA/black#44,
037fO,rnb1k1nr/ppp2ppp/5q2/4N2Q/4p3/3P4/PPP2KPP/RNB2B1R w kq - 1 7,f2g1 f6b6 d3d4 b6d4 c1e3 d4e3,1720,84,76,30,kingsideAttack long mate mateIn3 opening,https://lichess.org/O8UN2ZSi#13,Elephant_Gambit Elephant_Gambit_Other_variations
037ht,r1b1k1nr/pp2ppbp/2N1q1p1/2p5/8/1P3B2/PBP2P1P/RN1Q1K1R b kq - 5 12,g7b2 d1d8,442,98,57,178,mate mateIn1 oneMove opening,https://lichess.org/fjv40lF6/black#24,
037iS,r1bqrnk1/ppbn2pB/2p1pp2/3pN2Q/2PP1P2/2N1P1B1/PP4PP/R4RK1 b - - 0 13,f8h7 h5f7 g8h8 e5g6,1088,75,100,620,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/Wq8ClGIK/black#26,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
037kN,8/8/8/5k1p/5Pp1/3K2P1/8/8 w - - 0 65,d3d4 h5h4 g3h4 g4g3 d4e3 f5g4 f4f5 g4h3,2681,103,89,226,crushing endgame pawnEndgame veryLong,https://lichess.org/1sPMEwkn#129,
037l8,3q1r2/5p1k/3pp3/pp1Q1bPB/2r4P/2N5/PKP5/5R1R w - - 0 25,d5b5 c4b4 b5b4 a5b4,1269,80,65,145,crushing fork middlegame short,https://lichess.org/tLx1AD9V#49,
037lM,r4r1k/5p1p/2p2b1N/P7/4P3/2n5/6RP/6RK b - - 0 33,c3e4 g2g8 f8g8 h6f7,1701,75,93,2228,deflection mate mateIn2 middlegame sacrifice short,https://lichess.org/5uxyHi6R/black#66,
037nr,8/6P1/1p2NK2/3b4/8/p7/1k4P1/8 b - - 0 50,d5e6 f6e6 a3a2 g7g8q,883,80,92,136,advancedPawn crushing endgame master promotion short,https://lichess.org/XHRsKg1d/black#100,
037qV,7k/6p1/2p3qp/1pQpP3/3Pp3/7P/4BPPK/r7 b - - 5 42,a1a2 c5f8 h8h7 e2g4,1551,135,14,13,advantage defensiveMove endgame short,https://lichess.org/Een24d17/black#84,
037u7,r1b1kb1r/pp3ppp/1qnppn2/2p5/4P3/2NPBN2/PPPQBPPP/R3K2R b KQkq - 1 7,b6b2 a1b1 b2a3 c3b5 a3a2 e1g1,2146,76,92,3598,castling crushing defensiveMove long middlegame,https://lichess.org/UW4bWimd/black#14,Sicilian_Defense Sicilian_Defense_Other_variations
037uy,r4rk1/p1q2ppp/2p1p3/3pP3/3b2b1/1RN2N2/PPP1QPPP/3R2K1 b - - 5 16,d4e5 e2e5 c7e5 f3e5 g4d1 c3d1,1554,75,85,318,advantage long middlegame,https://lichess.org/2Kv0N4j6/black#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
037xa,1r1Rn1rk/2p1P2p/pp4p1/8/1PP2p2/b6P/5BP1/5RK1 b - - 2 29,e8d6 f2d4,945,79,83,230,mate mateIn1 middlegame oneMove,https://lichess.org/r15372Je/black#58,
0380K,r5r1/ppp2p1k/2np1Ppq/8/4PNP1/1N6/PPP5/2KR3Q b - - 1 29,g6g5 h1h6 h7h6 d1h1,918,78,87,239,attraction mate mateIn2 middlegame short,https://lichess.org/Pi00G95A/black#58,
0385J,4r2k/1pq3p1/4pr1p/p2b3P/P2b1PP1/3QB2B/1P6/4RRK1 b - - 5 30,d4b2 d3b5 c7c6 b5b2,2235,75,93,2456,advantage fork master middlegame short,https://lichess.org/5iijTqDw/black#60,
038Be,2r2rk1/pb3ppp/1p2p3/3nNn2/3P3q/P1N5/BP1Q1PPP/2R1R1K1 w - - 8 19,e1e4 d5c3 e4h4 c3e2 g1f1 e2c1,2294,76,78,84,crushing long middlegame sacrifice,https://lichess.org/PoaC2MHT#37,
038Dh,8/4R1pk/p2r3p/4p3/3pP3/P6P/5PP1/6K1 w - - 2 34,e7e5 d4d3 e5d5 d6d5 e4d5 d3d2,883,85,76,38,advancedPawn crushing endgame long rookEndgame,https://lichess.org/UDdH85Kl#67,
038I7,3r4/p3kpRp/1p2pn2/1B6/8/1P3P2/1B1bKP1P/8 b - - 4 20,d2h6 b2a3 d8d6 a3d6 e7d6 g7f7,1596,74,88,572,crushing endgame long,https://lichess.org/FBRHhecJ/black#40,
038If,6k1/pp4p1/6pq/2p1n3/3pP3/3P4/PPP2RQ1/7K w - - 1 28,g2h2 e5g4 h2h6 g4f2 h1g1 g7h6,1951,77,88,54,crushing endgame exposedKing fork intermezzo long sacrifice,https://lichess.org/a40MqbVL#55,
038JP,5rk1/3R1pp1/4p2p/p3q3/1p2Pn2/4QP2/PP4PP/2R3K1 w - - 2 28,b2b3 e5g5 e3d2 f4e2 d2e2 g5c1,2237,150,91,31,deflection discoveredAttack endgame equality long skewer,https://lichess.org/zfCrg7lc#55,
038L1,8/8/p4P1p/1p1k4/1Pp1R3/P4KP1/8/3r4 w - - 3 44,e4f4 d1f1 f3e3 f1f4 e3f4 d5e6,1954,75,93,947,crushing endgame long rookEndgame,https://lichess.org/ZKCEcXJK#87,
038La,5k1r/1p3ppp/1p4b1/nB1P2B1/1P4P1/P4P2/3r3P/1K1R3R w - - 5 26,b5d3 g6d3 b1a1 a5b3,1099,76,99,1498,master mate mateIn2 middlegame queensideAttack short,https://lichess.org/zdKh4mK5#51,
038Ql,r5k1/q4p1p/r2p4/3QpPb1/4P3/1N3P2/1PP4P/2KRR3 w - - 1 26,c1b1 a6a1 b3a1 a7a1,543,91,96,295,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/V2sFzds3#51,
038TX,3r2k1/5ppp/brn1p3/2Q5/8/Rp1q1NB1/3N1PPP/1R4K1 w - - 1 25,c5b6 d3b1 d2b1 d8d1 f3e1 d1e1,1146,76,96,3529,backRankMate clearance fork long mate mateIn3 middlegame sacrifice,https://lichess.org/0P7kSZ1h#49,
038VQ,5rk1/p4ppp/2p5/2Np3n/P2P3q/2P2P2/1PbQ2PP/4R2K w - - 0 26,d2c2 h4e1,1268,77,58,158,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ESV2Jn6l#51,
038W6,1r3rk1/pp1nqppp/4bn2/2p1N3/5PP1/P1N1Q2P/1P4B1/R4RK1 b - - 4 19,e6c4 e5c4 e7e3 c4e3,1422,74,92,1537,advantage hangingPiece middlegame short,https://lichess.org/zu7auAut/black#38,English_Opening English_Opening_Kings_English_Variation
038eV,r1b1kb1r/p4ppp/1pn5/2pnN3/8/6P1/PP3PBP/RNB2RK1 b kq - 1 12,c6e5 g2d5 a8b8 f1e1 f7f6 f2f4,1933,75,94,8342,advantage hangingPiece long opening pin,https://lichess.org/G9eMrQ1I/black#24,Zukertort_Opening Zukertort_Opening_Grunfeld_Reversed
038oE,2rn1rk1/5pp1/3b1q1p/1p3P1Q/pP1pB2P/3P4/1BP2P2/2KR2R1 b - - 0 24,d6b4 g1g7 g8g7 d1g1 g7h7 b2d4,2182,77,91,978,attraction crushing kingsideAttack long middlegame sacrifice,https://lichess.org/GLEDoQI6/black#48,
038pe,r1b2b1r/1p2p1kp/p4n2/3BB2Q/4n3/2P4N/P1q1KPPP/RN5R w - - 3 17,e2e3 c8h3 h5e2 c2e2,2288,81,87,749,advantage middlegame short,https://lichess.org/CadYDzfg#33,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
038pq,8/8/1kn5/ppR5/3PK3/P7/8/8 w - - 10 47,d4d5 b6c5 d5c6 c5c6 e4d4 c6d6,1945,118,83,11,crushing defensiveMove endgame long,https://lichess.org/TeK6vrE5#93,
038q1,8/8/3k4/p1b1p2p/P1R3pP/2P5/6K1/8 w - - 4 45,g2g3 d6d5 c4g4 h5g4,1362,74,94,1388,crushing endgame short trappedPiece,https://lichess.org/RriReXLu#89,
038wV,8/pkp4p/1p6/8/5nP1/4R2P/P2r4/2R3K1 w - - 2 26,h3h4 f4e2 e3e2 d2e2,1820,74,92,3923,advantage endgame fork short,https://lichess.org/wpALlAph#51,
038xL,3rr3/1kp2Rpp/p1pq4/Q2p2b1/2PN2b1/3PP1P1/PP4BP/R5K1 w - - 1 21,c4d5 g5e3 g1h1 e3d4,985,85,92,555,advantage fork middlegame short,https://lichess.org/xmm4LKB8#41,
03935,2r2rk1/6pp/1q2p3/p1ppP1N1/3P1p1P/2PQ2n1/PP4P1/R1B3K1 b - - 3 23,h7h6 d3h7,462,105,94,693,mate mateIn1 middlegame oneMove,https://lichess.org/nrKykyPi/black#46,
0397H,3r2k1/p1pPqPpp/1p6/8/2Q5/6P1/P4P1P/4R1K1 b - - 0 28,e7f7 e1e8 d8e8 d7e8q,1330,74,88,275,advancedPawn endgame mate mateIn2 pin promotion short,https://lichess.org/8gZDbyf4/black#56,
03993,5r2/pp4pk/7p/4p3/3bN1n1/1Pn3P1/P2R1PP1/4BR1K w - - 2 27,f2f3 c3e4 d2d4 e5d4,2217,75,91,1683,crushing middlegame short,https://lichess.org/wI2wJvbk#53,
0399J,r1b1qr1k/ppppN1pp/1b3p2/4p3/2B1P1QN/3P4/PPP2PPP/R4RK1 b - - 0 13,e8e7 h4g6 h7g6 g4h3,1711,76,83,333,mate mateIn2 middlegame sacrifice short,https://lichess.org/oZKtEgLs/black#26,Three_Knights_Opening Three_Knights_Opening_Other_variations
0399s,r1bq1b1r/ppp1nQpp/2nkpp2/3p1P2/3P4/2NBP3/PPP3PP/R1B1K1NR b KQ - 2 8,e7f5 c3b5,1025,75,97,2082,mate mateIn1 oneMove opening,https://lichess.org/YrE0GMSt/black#16,Mikenas_Defense Mikenas_Defense_Other_variations
